transactionId;basket;customerType;totalAmount;returnLabel
6792061938;[5, 1, 2, 5];existing;420;0
5932470374;[5, 5, 5, 2, 2, 2, 2, 2, 5];existing;675;0
3230793672;[1];existing;22;0
2886600427;[4];existing;86;0
6164496542;[3];new;81;1
4598800754;[1, 5, 4, 2];;184;0
6257928161;[1, 0, 3, 1, 4, 2, 5];existing;;0
5936600290;[5, 4, 4, 5, 5, 3, 3, 2, 0, 1, 0];existing;825;0
3255869202;[1, 3, 0, 2, 5, 1, 3, 1, 3, 0];existing;470;0
8485825209;[4, 3, 3, 4];existing;532;1
6746539773;[1, 2];;102;1
8736765050;[4];existing;109;1
4903494315;[2, 4, 4, 4, 1, 4, 1, 4, 3, 4];existing;730;1
8132744116;[4, 3, 3, 3, 4, 3, 4, 4, 4];existing;990;1
1512549268;[1, 0, 0];existing;39;0
3210137273;[4, 1, 4, 1];new;224;0
4594055858;[0, 4, 1, 5];existing;92;0
4076629097;[0, 1, 5, 0, 4, 1];new;390;0
7975354211;[2, 0, 5];existing;153;0
4648331084;[5, 0, 2, 5];existing;468;0
7959693322;[4, 4, 0, 3, 2, 3];new;402;1
9565041067;[0, 0, 2, 5, 3, 2, 3];new;294;0
4822708961;[2, 0, 5];existing;;0
1126791868;[0];existing;52;0
7888930255;[1, 2, 1, 3, 4, 0];existing;366;0
7736353130;[3];new;65;1
6867742648;[2, 4, 4, 1, 0, 4, 4, 4];new;552;1
5974043872;[4];existing;82;1
6697475073;[2, 1, 2, 4, 1, 0, 3];existing;315;0
4492748182;[4, 2, 4, 2, 2];new;615;1
7009003223;[4];new;50;1
9466118007;[0, 1, 1, 4, 1, 0, 0, 2];existing;400;0
4212049085;[3, 0, 2];existing;30;0
8504139980;[0, 1, 3, 3, 5];existing;;0
4355149584;[3];existing;43;0
4959429716;[1, 5, 0, 0, 2];existing;390;0
9873935329;[0, 1, 5, 4, 0, 0, 1, 2];existing;640;0
9310991899;[0, 5, 3, 2];existing;280;0
6523340185;[1, 5, 2, 3, 1, 4];new;144;0
3306689265;[1, 4, 2, 2, 0];existing;65;0
1059636724;[2];existing;64;0
2368526846;[4, 4, 1];new;66;1
3029777317;[1, 4, 5, 3, 4, 3, 2];existing;336;0
5001180621;[5, 1, 3, 4, 3, 2, 4];;434;0
3865075471;[3, 4, 3, 1, 3, 4, 1, 4, 3, 4, 4];existing;495;1
3841963973;[0, 4, 2, 4, 3, 3, 1];existing;679;1
3613699275;[2, 2, 0, 4, 5];existing;205;0
6976683468;[5, 1, 2, 4, 3, 5, 4, 3];existing;192;0
2778439701;[3, 0, 5, 1];existing;224;0
2524552575;[4, 2, 1, 4, 3];new;445;1
2638891194;[0, 0, 1, 3, 4, 0, 3, 0];existing;272;0
2538910234;[1, 1, 1, 0];new;144;0
3157576090;[1, 1, 1, 3];new;256;1
2270275579;[2, 2, 5, 5];new;296;0
9315642565;[4, 4, 3, 3, 4, 3, 4, 3];new;912;1
4204884906;[5, 5, 4, 3];existing;240;0
8481980029;[0, 5, 3, 2, 2, 2];existing;60;0
3694366099;[3];existing;56;1
8081783665;[4];new;97;1
6657693628;[3, 0, 1];existing;201;0
6235384783;[4, 4, 3, 4, 0];new;260;1
5760055505;[0, 0, 1, 5, 5, 1];existing;90;0
2281578650;[1, 4, 5, 0, 5, 4, 3, 5];new;80;0
9155008386;[5];existing;93;0
5080541724;[1];existing;86;0
6251057011;[1, 4, 0, 0, 0, 2, 2];existing;175;0
6036469151;[3, 2, 4, 2, 1];existing;230;0
4673358166;[5, 3];existing;146;0
3603683539;[2];existing;31;0
5383337666;[2, 2, 1, 5];existing;296;0
9543882866;[4, 0, 2, 5, 2, 0];existing;246;0
8786416844;[4, 2, 4, 0];existing;192;0
9119107346;[5];existing;41;0
2840009229;[4];new;101;1
4212806833;[4, 0, 2, 1, 3];new;510;1
2538997322;[5, 2, 0, 3, 4];new;280;0
5673931233;[3];new;55;0
3132612229;[3];new;50;1
8698782732;[1, 0, 1];new;243;0
8707684165;[3, 3, 3, 3];existing;296;0
4251857005;[4];existing;60;0
9561879233;[3, 5];existing;200;0
1783138181;[4, 3];existing;206;0
2086034333;[1, 3, 5, 3, 0, 1, 1, 1];new;536;0
2007049599;[1, 5, 0, 1];existing;268;0
1362423449;[3, 4, 2, 1, 5];existing;180;0
6293526296;[5, 5, 3, 4, 3, 5];existing;186;0
2644922356;[4, 5, 5, 4, 0, 1];existing;366;0
3173927451;[4, 4];new;66;1
5475434709;[3, 3, 3];new;159;0
8647045326;[4, 0];existing;148;0
7073342707;[4, 1, 2, 3];existing;96;0
6016382604;[3, 4, 1, 0, 4, 4, 4];existing;672;1
5491060070;[0, 3, 2, 1, 5, 2, 0];existing;70;0
6445367656;[2, 5];new;156;0
3037332205;[3, 3, 0];existing;156;1
6265907565;[3, 4, 3];existing;129;0
7119540814;[0, 4, 5, 5];existing;300;0
3580906028;[1, 3, 3, 4, 2, 0, 4, 3];existing;816;1
2778739203;[3, 0, 4, 4, 5, 2];existing;366;0
2304146105;[0, 4, 4, 4, 4];existing;555;1
3326769258;[2];existing;16;0
1149280823;[4, 2, 0, 1, 4, 5, 0, 0];existing;776;0
9750163272;[4];new;34;0
8363025227;[5, 3, 5, 1, 2, 0, 0];existing;322;0
8059221413;[5, 5, 2, 3, 0, 2, 1, 2, 0, 0];existing;730;0
9486368981;[2, 3, 4, 4, 4, 3, 4];existing;602;1
3126246421;[1, 2, 1, 0];new;340;0
4610440599;[1, 3];existing;78;0
8361020221;[5, 1, 3, 3, 0];existing;80;0
7389054322;[3];new;89;1
2286530943;[5, 2, 0, 4];existing;140;0
5410726661;[2, 0, 2, 4, 0, 0, 5, 2, 0, 5];new;260;0
8373845651;[1, 4, 3, 3, 0, 3, 4, 3, 3];new;819;1
9512493185;[3, 3, 0, 2, 2, 2];existing;210;0
3826584866;[5, 3, 4, 0, 4, 4];existing;600;0
9278474818;[3, 4, 4];existing;135;1
3009385273;[4, 4, 4, 4];new;192;1
7643987079;[4, 4, 1, 2, 2];existing;570;0
6830213270;[2, 3, 4];new;186;1
2541614142;[0, 2];existing;32;0
8984191449;[3, 2, 4, 2, 2, 4, 3, 4, 3];new;855;1
4636378419;[4, 1, 5, 5, 0];existing;270;0
3862032607;[2, 1, 4, 0, 2, 0, 5, 5, 2, 0, 0];existing;935;0
4365423481;[5, 3, 1, 3, 0, 0];existing;330;0
8871911419;[4, 0, 0, 0, 5, 5];existing;;0
3900597712;[5, 3, 4, 1];existing;112;0
6684842994;[1, 2, 2, 2, 3, 2];existing;;0
9961870803;[3, 0, 1];existing;318;0
2807347207;[2, 5, 2, 5, 4];new;305;0
5207490370;[5, 4];existing;122;0
5371822864;[1, 0, 0, 5, 5, 5];existing;354;0
6844520011;[5, 1, 4, 3, 3, 5, 2];new;392;0
9723931041;[2];new;108;1
9659206398;[4, 1, 4];existing;204;0
4737208387;[5, 4, 2];existing;141;0
3823926008;[4, 0, 1, 3, 3, 4, 1, 4];existing;560;0
7577889363;[0];existing;80;0
1811681583;[1];existing;10;0
6215673134;[4];existing;97;0
2403643272;[3, 4, 3, 2, 4, 4];new;474;1
5993253411;[4, 3, 4, 3, 4, 2, 3, 4];new;248;1
8630326673;[0, 2, 3, 3, 3];existing;305;0
5853784150;[2, 1, 4, 2, 4, 4, 4];new;623;1
8134880778;[0, 1, 4, 5, 0, 3, 5];existing;301;0
3364599358;[0];new;20;0
8221029990;[5, 0, 2, 4, 0, 1, 2, 5];existing;432;0
2220011529;[1, 2, 3, 3, 5, 2, 2, 0];new;592;0
2448625555;[4, 1, 0, 4, 4];existing;575;1
7757827593;[3, 1, 2, 1, 5, 3];existing;84;0
6942532009;[1, 0, 1, 3, 1, 3, 1];existing;175;0
4820900301;[0, 3, 3, 0, 0];existing;75;0
2084766709;[0, 3, 5, 0, 1, 0, 2, 0];new;384;0
3663122782;[5, 1, 3, 0, 2, 1];existing;348;0
7733673879;[4, 2, 0, 4, 1];new;95;0
7534932905;[4, 1];existing;36;0
1335831675;[0, 0, 3, 0, 1, 2, 3, 2];existing;96;0
7630040577;[1, 1, 5];existing;189;0
4593681277;[5, 2, 2, 4];existing;88;0
9286283780;[0, 2, 3];existing;219;1
8643009769;[1, 1, 0, 5, 5, 4];existing;234;0
2300252324;[2, 1, 0, 1, 0, 1, 1, 2];new;144;0
6707644558;[1, 2, 2, 2, 2, 3];existing;408;0
9415595245;[1, 3, 1, 4];existing;140;0
9886849222;[0, 4, 5, 0, 2, 5];existing;138;0
2464210274;[0];existing;;0
4153550391;[0, 0, 2, 5];new;256;0
2845044474;[1];new;48;0
4293560066;[2, 4, 5, 0, 0, 3, 1];new;483;0
1792579525;[4, 1, 3, 0];existing;312;1
7837379385;[2, 1];existing;152;0
5688085064;[0, 3, 1, 2, 4, 3, 4, 4];new;616;1
9345497286;[0, 0, 3, 0, 5, 0, 3, 4];existing;488;0
8568548000;[5];new;48;0
1029047188;[2, 4, 3, 2, 1, 3, 0, 3, 4, 5, 3, 3];existing;672;0
8468761415;[4, 4, 4, 4];;300;1
9522333460;[3, 2, 4, 4, 2, 1, 4];new;259;1
4813549542;[4, 4, 3, 4, 2, 3];new;690;1
3722458583;[4];existing;39;1
8053118429;[3, 3, 3, 2, 3, 1];new;306;0
2141956172;[3, 3, 3];existing;129;0
8601665061;[4, 2, 2, 4, 3, 2, 0, 4];new;672;1
6364424477;[0, 0, 5, 4, 4];existing;350;0
9858321679;[2, 5, 4, 5, 0, 0, 5, 4];existing;88;0
4009815979;[5];existing;100;0
1070131264;[3, 0, 5, 5, 2, 2, 0];existing;91;0
3702017814;[4, 4, 4];existing;54;1
9780025852;[0, 4, 3, 2, 4, 0, 0, 0, 5];existing;486;0
3096737080;[4, 1, 1, 4, 5, 5, 4, 1];new;280;0
6469510338;[1, 2, 0];existing;159;0
3382010932;[5, 5, 5, 5, 2];existing;145;0
2687406439;[0, 3, 2, 2, 1, 1, 3];existing;273;0
6824134744;[2, 4, 4, 4];existing;296;0
6567578383;[4, 1, 1, 2, 5];existing;50;0
4387367607;[2, 1];existing;102;0
2504811759;[2, 5, 0, 4];new;40;0
9368945814;[4];existing;68;1
5578247286;[4, 0, 3, 3, 0, 4, 4, 4, 4];existing;819;1
4095781552;[2, 5, 2, 1, 5];existing;;0
4402882760;[1, 4, 0, 3, 2];existing;585;0
4644345243;[4, 1, 3];new;255;0
6641161873;[4, 0, 0, 2, 1, 3];new;318;0
9410898582;[2, 2, 5, 3];existing;236;0
9582411903;[4, 4];existing;84;1
7898986651;[0, 5, 4, 0];new;116;0
3563924159;[4, 4, 3];new;225;1
2858168347;[0, 4, 5];existing;126;0
6353500696;[4, 4, 4, 4, 2, 4];new;294;1
4996678061;[4];existing;45;1
1958874310;[1, 3, 1, 0, 1, 2];existing;;0
7902349331;[3];existing;47;0
7099270119;[1, 4, 3, 1, 5, 1, 2, 3];new;424;0
1491477775;[1, 5, 2, 4, 4, 1];existing;276;0
2926539353;[0, 1, 2, 5, 5, 2, 1];existing;217;0
3733401620;[0, 1, 4, 4, 5, 0, 3, 5, 2];existing;594;0
3713907334;[5, 4, 3, 0, 4, 4, 0];new;686;0
2803730074;[3, 2, 0, 5, 0, 1, 1];new;427;0
4299553829;[0, 1, 2, 2];existing;272;0
6049120523;[3, 1, 5, 5, 5, 2, 5, 3];existing;408;0
3896077243;[3, 4, 3, 4, 0, 4];existing;306;1
9401650444;[2];existing;25;0
7396940488;[3, 4, 3, 2, 0, 4];new;342;1
2226868261;[4, 5, 3, 2, 3, 1];existing;318;0
7057615763;[0, 1, 3, 0, 2, 3, 2, 0, 2];existing;792;0
6796197663;[4, 2, 1, 3, 3];existing;355;0
1060082728;[1];new;13;0
6435735954;[2, 3, 4, 2, 3, 4, 4];existing;259;1
8862908376;[2, 2, 4, 2];existing;300;0
9458610862;[4, 4, 0, 4, 5, 5, 5];existing;427;0
3661248585;[2, 3, 3, 4, 5, 2, 1, 5];;256;0
5578310268;[2, 5, 0, 1, 1, 1];existing;198;0
2163081813;[4, 4, 4, 4];new;540;1
4578826747;[4, 4, 3, 4, 1, 3, 4, 1, 3, 4];existing;1020;1
6804303209;[2];existing;65;0
5334534043;[3, 4, 1, 4, 3];existing;280;1
1686805510;[5];existing;65;0
5785187744;[1, 5, 4, 0, 4, 0, 2];existing;147;0
9053203199;[0, 1, 2, 0, 4];existing;50;0
3952880692;[4, 0, 0, 2, 0, 3];new;390;0
6816852010;[3, 2, 4, 4, 4];;270;1
9002962807;[1, 3, 2, 3, 1, 4, 3, 4, 4, 4];new;390;1
8807448399;[1, 3];existing;20;0
2579408992;[0, 1, 3, 1];existing;156;0
5016642172;[3, 0, 5, 0, 4, 1, 0, 5, 1, 5];existing;1060;0
7400116078;[4, 2, 1];new;210;1
7596691956;[4, 4, 0, 0, 3];existing;150;1
3217671063;[3, 0, 4, 3, 2, 4, 3];new;721;1
8640671609;[4, 0, 0, 1, 2, 4, 1, 5];existing;80;0
3516562616;[4, 3, 4, 4, 4, 4, 4, 0];new;272;1
7145919448;[0, 3, 2, 2, 5, 5];new;576;0
9643560747;[4];existing;47;0
7732354943;[4, 5, 4, 0, 3, 4, 0, 5, 4];existing;954;0
8821396889;[3, 0, 0];existing;240;0
2747064514;[2, 2, 0, 2, 3, 5, 5];existing;315;0
3176409310;[4, 3, 3];new;237;0
4996173071;[4, 2, 0, 0, 5, 3, 0, 0, 1];new;657;0
2136090868;[4, 4, 3, 4, 3, 3, 0];existing;406;1
4568852073;[4, 0, 5, 5];existing;40;0
1086879740;[4, 2, 2, 2];existing;196;0
3001950564;[0, 1, 2, 5, 3, 5, 3, 1];existing;344;0
4426702527;[0, 1, 3, 3, 4, 1, 2];existing;588;0
8893208836;[4, 3, 3, 2, 4, 4, 2];new;644;1
4530679577;[1, 2, 4, 4, 1];existing;250;0
8504212968;[4, 4];new;120;1
4474420987;[0, 5, 4, 3];existing;40;0
1124736143;[1, 3, 5];existing;141;0
3310330878;[4, 3, 2, 2, 5, 0];existing;288;0
6493547172;[1, 0, 4, 4];existing;184;0
4684646625;[4, 4, 4, 4, 4, 4, 4, 3, 4];new;837;1
5512648678;[1, 0];existing;198;0
4221437324;[4, 4, 4, 1, 4, 4, 3, 2];new;328;1
8544621356;[5];existing;10;0
3741256302;[2, 0, 3, 3, 3, 4];existing;528;0
8240710140;[5, 2, 4, 5, 1];existing;295;0
8351858867;[3, 2, 4, 4, 4];existing;50;1
8681187853;[0, 2, 4, 4, 3];existing;295;0
1267249002;[2, 0, 3, 3];existing;200;0
5288679960;[3];new;77;1
5725390048;[2, 2, 4, 2, 4];existing;480;0
6377712983;[3, 0, 1, 3, 2, 4, 4, 0, 1, 0, 1];existing;429;0
3206942518;[3, 5, 0];existing;54;0
6380500990;[4, 4, 2, 4, 3, 1];new;582;1
4794431524;[4, 2, 4, 4, 3, 4];new;210;1
1283313179;[5];new;38;0
4105519619;[4];existing;90;1
4534806145;[3, 0, 1, 4, 0, 4];existing;204;0
8944018667;[0, 3, 1, 5];existing;288;0
3063441976;[1, 5, 3, 2, 2, 4, 3, 4, 0, 1, 0];new;319;0
6257441648;[3, 1, 4, 1, 4, 1];existing;270;0
8936498591;[1, 3, 3, 3];new;136;1
1740476987;[3, 4, 5, 2];existing;104;0
7564375362;[3, 3, 3, 2, 2, 1, 4, 4, 4, 4];new;510;1
9372280977;[5];existing;38;0
6930588916;[3, 4, 2, 0];existing;176;0
7058274603;[3, 4, 0, 0];existing;152;0
9591679580;[4, 5, 0];existing;177;0
8617689926;[4, 4, 3, 4, 3];new;145;1
5949993183;[0, 1, 0, 2, 3];existing;220;0
7944716582;[5, 0, 3, 4, 4, 2, 2, 3, 3];existing;90;0
8498760756;[4, 4, 4, 3, 4];new;55;1
9141179598;[3, 3, 4, 3, 4, 4, 4];new;70;1
8627159690;[3, 0, 3];new;264;1
5936961192;[2, 1, 3];existing;33;0
2710287178;[4, 3, 4, 4, 2, 3, 3, 3, 0];new;621;1
1591903010;[4, 1, 3];new;30;1
3557512233;[5, 5, 0, 5];existing;332;0
8618893009;[0, 0, 2, 5, 2, 1];existing;138;0
9958354131;[2, 3, 3, 3];existing;40;1
9627172605;[4, 1, 5, 3, 3];existing;265;0
5550307743;[1, 0, 4];existing;216;0
3180549465;[4, 3, 2, 0, 4, 4, 3];existing;;1
3334899095;[3, 4, 4, 2];new;200;1
6601492587;[0, 0, 4, 4, 3];existing;215;1
7525655076;[3, 4, 4, 1, 2, 4, 5, 3, 2, 1];existing;900;0
2304054780;[3, 3, 4, 0, 4];new;310;1
4932728925;[2, 2, 3];existing;60;0
5528590091;[4, 2, 3, 3, 3, 0, 5, 0, 2, 0];existing;150;0
1173241530;[4, 3, 4, 3, 4, 4, 4, 4];existing;568;1
5982333434;[1, 0, 2, 4, 2, 1];existing;372;0
2477472243;[3, 4, 1, 2, 5, 4, 2, 3];new;1040;0
9678803873;[4, 0, 2, 3, 0];new;235;0
5891572295;[4, 4, 4, 4, 4];new;370;1
1598705265;[1, 5, 3];existing;33;0
8187147674;[2];existing;92;0
6995747218;[1, 1];existing;96;0
6915984802;[2, 3, 5, 0];existing;192;0
3514109294;[0, 4, 4, 2, 2, 4, 1];existing;420;1
4396166787;[0, 5, 0, 3, 3, 2];new;408;0
4654408510;[3, 3, 3, 3, 0, 4, 4, 4, 3, 2, 4];existing;605;1
4483944770;[4, 3, 2, 0, 1, 5];existing;150;0
5535135159;[2, 0, 0, 0];new;40;0
2736914206;[4, 1, 1];new;291;1
3047254099;[4, 1, 5, 5, 4, 1];existing;186;0
4243108190;[1, 4, 0];new;243;1
2893287636;[5, 0, 0, 1, 2, 0, 5, 0, 4];existing;171;0
2386913586;[4, 4, 3, 5, 3, 5, 3, 3];existing;80;0
9041323509;[4, 0, 4, 3, 3, 4, 4];new;595;1
3775266717;[3, 0, 3, 3, 3, 4, 4];new;903;1
4304747660;[4];new;86;1
5345447659;[2, 3, 5, 4, 1];new;240;0
3991184697;[4, 5, 5, 2, 0, 3, 5];existing;560;0
2071235869;[0, 0, 4, 1, 1, 4, 4, 4, 4];existing;270;1
6881667712;[4, 4, 2, 4, 3, 4];new;516;1
5825347418;[0];new;84;0
1409120943;[4, 5, 2];existing;255;0
9934739330;[4, 4, 4];new;60;1
5437254650;[5, 3, 0, 5, 4, 1, 5];new;112;0
3843875146;[3, 4];new;126;1
2320961558;[3];new;60;1
8649856687;[2, 5, 3];existing;78;0
5156643826;[3, 1, 3];new;123;0
1516897076;[4, 3, 1, 0, 0, 2, 5, 4];existing;520;0
3206886695;[2, 2, 4, 4, 3, 2, 1, 5, 3, 1];existing;580;0
3527736800;[1, 2, 3, 2];existing;436;0
5515410158;[1, 2, 2, 2, 3];new;395;0
7962050705;[0];existing;84;0
2428689304;[3, 5, 2, 4, 4];existing;310;0
4792444173;[4, 3, 1, 5, 4, 2, 4];existing;70;0
6359737333;[0];existing;;0
9404358973;[4, 4];new;70;0
9768470413;[4, 0, 3, 4, 1, 4];new;564;1
3780933227;[5, 3, 2, 0, 3];new;575;0
1152522662;[1, 5, 4, 3, 5];existing;245;0
9224203651;[3, 4, 3, 0];existing;132;0
2479724922;[4, 1, 4, 1, 4, 0, 4];existing;392;0
3423080913;[1];existing;22;0
2656523426;[5, 0];existing;62;0
3064461698;[3, 1, 4, 3];existing;192;0
5334123922;[3, 1, 0, 2];existing;316;1
1275491403;[3, 1, 5];existing;162;0
1060927963;[1];;10;0
1224928136;[4, 0];existing;46;0
4959190629;[1, 4, 4];existing;102;0
9835886836;[3];new;55;1
7854511158;[0, 2, 4];existing;42;0
6675271697;[4];existing;50;1
7912525957;[1, 4, 4, 0, 3, 4, 1];;392;1
6080385863;[1, 3];existing;40;1
1878890522;[4, 0];existing;210;0
1184500957;[4, 0, 5, 1, 2];existing;290;0
6898939291;[4, 0];existing;20;0
6734439197;[3];existing;47;0
2653946590;[1, 2, 5];existing;123;0
1107977023;[5, 4, 0, 2, 3, 3];existing;282;0
9389739094;[3, 0, 2, 3, 0, 3, 4, 4, 3, 0];new;;1
6691530356;[3, 1, 4, 3, 1, 4, 5];new;378;0
4089194599;[4, 3, 3, 4, 1, 0];existing;276;1
4448553148;[5, 5, 2, 3, 5];new;80;0
6906672301;[5, 1, 4, 2, 3, 4];existing;672;0
6237606563;[3, 3, 4, 4, 4];new;250;1
8682393681;[4];existing;49;0
5652079976;[4, 1, 4, 4];existing;40;0
2989820771;[3, 0, 3, 4, 4, 2, 4, 2, 4, 3];new;1010;1
2886242958;[4, 4, 3, 0, 3, 4, 3];new;238;1
4213121263;[5, 2, 3, 3, 5, 2, 3, 3, 1, 4];existing;730;0
3559739653;[1, 4, 1, 3, 4];existing;405;1
7594692023;[2, 5, 4, 2, 1];new;50;0
2277339285;[3, 4, 3];existing;261;1
